ButtonClick,0.7
bgm,0.7
sfx_head,0.9
sfx_shortpass_1,0.9
sfx_shortpass_2,0.9
sfx_highpass,0.8
sfx_shoot,1
sfx_tackle,0.7
sfx_catch_slow,0.9
sfx_move_1,0.8
sfx_move_2,0.8
sfx_move_3,0.8
sfx_move_4,0.8
sfx_move_5,0.8
sfx_move_6,0.8
sfx_hit_goalpost,0.9
sfx_net,0.7
GoalCheer,0.8
sfx_whistle_fault,0.4
uibgm,0.8
sfx_whistle_out,0.4
sfx_whistle_halftime,0.4
sfx_whistle_engagement,0.4
sfx_whistle_end,0.5
sfx_whistle_bigfault,0.4
sfx_home_cheer,0.9
sfx_almost_goal_cheer,0.9
sfx_game_applause,0.9
sfx_away_foul_boos,0.9
sfx_win_game_cheer,0.9
sfx_away_win_game_boos,0.9
sfx_away_goal_boos,0.9
sfx_away_disgruntled_boos,0.9
sfx_coin,0.8
Play_02_goal,0.8
Play_02_miss,0.8
bgm_song_1,0.9
bgm_song_2,0.9
bgm_song_3,0.9
bgm_drum_1,0.9
bgm_drum_2,0.9
bgm_drum_3,0.9
sfx_home_key_goal_cheer,0.9
sfx_home_tie_cheer,0.9
sfx_away_substitution_boos,0.9
sfx_touch_stop,0.3
bgm_league_opening,1
bgm_club_cup,1
bgm_club_international_tournament,1
bgm_international_cup,1
sfx_save,0.8
sfx_hit_billboard,0.7
sfx_whistle_game_kickoff,0.3
sfx_whistle_freekick_kickoff,0.4
sfx_whistle_offside,0.4
bgm_1,0.8
bgm_2,0.8
bgm_3,0.8
bgm_4,0.8
bgm_5,0.8
